dteday,weekday
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-27,0
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-02-28,1
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-01,2
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-02,3
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-03,4
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-04,5
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-05,6
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-06,0
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-07,1
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-08,2
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-09,3
2011-03-10,4
2011-03-10,4
